D20A,Nikola Kochová,TUR9358,,044.13
D20A,Jana Benešová,SJH9451,,062.27
D20A,Anna Kožinová,PGP9350,,069.17
D20A,Michaela Šrámková,SJH9352,,081.41
D20A,Nathanaëlle Gerbeaux,3380986,,086.56
D20A,Izabela Kasza,2080554,,093.40
D20A,Tsvetomila Kadieva,980237,,175.04
D21E,Martina Zvěřinová,LPU8357,,048.45
D21E,Kristýna Kovářová,DKP8450,,059.46
D21E,Michaela Przyczková,LPU8499,,066.09
D21E,Marta Fenclová,LPU7667,,075.43
D21E,Zuzka Kubátová,NPA9151,,075.52
D21E,Lucie Krafková,TUR8650,,082.31
D21E,Irina Maiorescu,990250,,101.07
D21E,Ekaterina Minakova,3650964,,124.35
D21E,Kinga Gorska,2080555,,136.38
D21E,Johanka Šimková,UOL9355,,149.45
D21A,Lucie Janatová,DKP8154,,048.04
D21A,Kateřina Kašková,CHA7850,,052.38
D21A,Lenka Kociánová,VBM8553,,068.54
D21A,Monika Šmidrkalová,NPA9051,,074.38
D21A,Camille Rauturier,3380918,,081.46
D21A,Věra Peterová,DOB8751,,087.14
D21A,Marie Hančová,SNA8255,,103.04
D21A,Monika Píšová,NPA8151,,111.44
D21A,Malwina Wysocka,2080556,,113.10
D21A,Kjersti Westin,PGP9255,,113.41
D21A,Kristýna Čermáková,PGP9154,,117.47
D21A,Radka Doležalová,VRL9252,,126.28
D21A,Magdaléna Choutková,SOB8851,,127.25
D21A,Šárka Kašparová,AOP7251,,129.43
D21A,Markéta Poloprutská,TUR9252,,133.07
D21A,Jana Šenkýřová,TUR8652,,138.17
D21A,Lenka Jablonovská,ZBM9063,,139.38
D21B,Renata Michálková,LCE8151,,051.20
D21B,Kristýna Skyvová,STE7054,,052.44
D21B,Tereza Přecechtělová,DOB8971,,066.29
D21B,Diána Bertóti,2810795,,069.10
D21B,Kamila Zakouřilová,TUV8556,,078.44
D21B,Reda Velde,1550396,,079.18
D21B,Romana Kučerková,STB8196,,079.35
D21B,Anna Filaber,850558,,088.04
D21B,Zuzana Vejstrková,CHA8852,,091.14
D21B,Barbora Černíková,DOB7878,,093.07
D21B,Anna Záveská,DOB8851,,106.35
D21B,Lucie Alblová,LME7555,,113.25
D21B,Zuzana Klimplová,LPU8151,,115.20
D21B,Kamila Mesiarkinová,MBM8282,,120.09
D21B,Anna Dusza,850204,,151.46
D21B,Joanna Puternicka,1900518,,160.09
D21C,Radka Zitková,LPU7958,,050.25
D21C,Nataša Richterová,ADA7451,,056.08
D21C,Kateřina Maděryčová,SJH7951,,089.20
D21C,Hanna Winkler,LPM8051,,095.11
D21C,Eva Rydlová,FSP8989,,099.21
D21C,Daniela Pěluchová,CHC8851,,128.15
D35A,Anna Gornicka-Antonowic,850197,,042.57
D35A,Lyudmila Gotseva,980281,,062.07
D35A,Jana Škorpilová,SJC7451,,079.17
D35A,Pavla Vildmonová,LBE7451,,095.00
D35A,Petra Janovská,PGP7355,,099.43
D35A,Kateřina Arnoštová,VSP7652,,110.02
D35A,Mariyana Atanasova,980238,,116.35
D35B,Ivana Korpasová,LBM7362,,050.19
D35B,Barbora Šmelíková,1360353,,052.46
D35B,Jana Rydlová,VIC7752,,057.31
D35B,Katarína Schenková,1240298,,068.24
D35B,Martina Kubičková,SJH7752,,130.39
D35B,Lenka Komárková,TJH7651,,140.40
D35B,Katja Kinnunen,VPO7451,,141.21
D40A,Eva Horčičková,UOL7051,,044.59
D40A,Jana Kožinová,PGP6651,,075.49
